,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Number,Alliance,Robot #,Team,Has Entry,No Show,Starting Position,Auto Primary Role,Auto Secondary Role,Auto Fuel %,Auto Fuel % Alliance,Auto Fuel Alliance,Auto Fuel Team,Auto % Shooting,Auto Max Fuel Possible,Won Auto,Transition Primary Role,Transition Secondary Role,Transition Fuel %,Transition Fuel % Alliance,Transition Fuel Alliance,Transition Fuel Team,Transition % Shooting,Transition Max Fuel Possible,Shift 1 Primary Role,Shift 1 Secondary Role,Shift 1 Fuel %,Shift 1 Fuel % Alliance,Shift 1 Fuel Alliance,Shift 1 Fuel Team,Shift 1 % Shooting,Shift 1 Max Fuel Possible,Shift 2 Primary Role,Shift 2 Secondary Role,Shift 2 Fuel %,Shift 2 Fuel % Alliance,Shift 2 Fuel Alliance,Shift 2 Fuel Team,Shift 2 % Shooting,Shift 2 Max Fuel Possible,Shift 3 Primary Role,Shift 3 Secondary Role,Shift 3 Fuel %,Shift 3 Fuel % Alliance,Shift 3 Fuel Alliance,Shift 3 Fuel Team,Shift 3 % Shooting,Shift 3 Max Fuel Possible,Shift 4 Primary Role,Shift 4 Secondary Role,Shift 4 Fuel %,Shift 4 Fuel % Alliance,Shift 4 Fuel Alliance,Shift 4 Fuel Team,Shift 4 % Shooting,Shift 4 Max Fuel Possible,Endgame Primary Role,Endgame Secondary Role,Endgame Fuel %,Endgame Fuel % Alliance,Endgame Fuel Alliance,Endgame Fuel Team,Endgame % Shooting,Endgame Max Fuel Possible,Tele-Op Max Fuel Possible,Total Fuel Scored,Auto Climb Attempt,Auto Climb Success,Tele-Op Climb Attempt,Tele-Op Climb Success,Shooter Rating,Passer Rating,Intake Rating,Driver Rating,Defense Avoidance Rating,Defense Rating,Notes,Recent Match
82,Red,1,3258,1,,Right Bump,Score,Score,20%,120%,67,11.17,100%,11.17,TRUE,Defense,Defense,0%,100%,20,0.00,0%,0.00,Defense,Pass,0%,100%,0,0.00,0%,0.00,Pass,Pass,0%,120%,65,0.00,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,130%,65,0.00,0%,0.00,Defense,Defense,0%,130%,82,0.00,0%,0.00,11.17,11.17,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,No intake ,TRUE
82,Red,2,3939,1,,Hub,Score,None,10%,120%,67,5.58,100%,5.58,TRUE,Idle,None,10%,100%,20,2.00,0%,0.00,Intake from Neutral Zone,None,10%,100%,0,0.00,0%,0.00,Score,None,40%,120%,65,21.67,100%,21.67,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,50%,130%,65,25.00,100%,25.00,Score,None,50%,130%,82,31.54,100%,31.54,83.79,85.79,Not Attempted,None,Not Attempted,None,3,0,2,3,0,0,Okay robot nothing much.,TRUE
82,Red,3,2106,1,,Right Trench,Score,None,90%,120%,67,50.25,100%,50.25,TRUE,Score,None,90%,100%,20,18.00,100%,18.00,Score,None,90%,100%,0,0.00,100%,0.00,Score,None,80%,120%,65,43.33,100%,43.33,Score,None,0%,0%,0,0.00,100%,0.00,Score,None,80%,130%,65,40.00,100%,40.00,Score,None,80%,130%,82,50.46,100%,50.46,202.04,202.04,Not Attempted,None,Not Attempted,None,5,5,5,5,0,0,,TRUE
83,Blue,1,2377,1,,Hub,Defense,None,0%,70%,23,0.00,0%,0.00,FALSE,Defense,None,0%,80%,15,0.00,0%,0.00,Defense,None,0%,30%,58,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Defense,None,0%,0%,99,33.00,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,110%,69,0.00,0%,0.00,0.00,33.00,Not Attempted,None,Not Attempted,None,1,0,0,3,0,2,Defended blair ineffectively. Was idle for second half.,TRUE
83,Blue,2,8592,1,,Hub,Intake from Neutral Zone,Score,30%,70%,23,9.86,33.3%,29.60,FALSE,Score,Idle,10%,80%,15,1.88,66.7%,2.81,Pass,Pass,0%,30%,58,0.00,0%,0.00,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,0%,99,33.00,66.7%,49.48,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,80%,110%,69,50.18,100%,50.18,132.07,94.91,Not Attempted,None,Not Attempted,None,3,4,4,4,3,0,,TRUE
83,Blue,3,619,1,,Right Trench,Score,None,40%,70%,23,13.14,100%,13.14,FALSE,Score,None,70%,80%,15,13.12,100%,13.12,Score,None,30%,30%,58,58.00,100%,58.00,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,99,33.00,100%,33.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,30%,110%,69,18.82,100%,18.82,136.09,136.09,Not Attempted,None,Not Attempted,None,4,3,3,4,0,3,,TRUE
83,Red,1,449,1,,Left Bump,Intake from Neutral Zone,Score,70%,80%,79,69.12,33.3%,207.58,TRUE,Intake from Neutral Zone,Score,100%,120%,17,14.17,33.3%,42.54,Idle,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,50%,70%,129,92.14,100%,92.14,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,50%,90%,123,68.33,100%,68.33,Score,Score,50%,90%,75,41.67,100%,41.67,452.27,285.43,Not Attempted,None,Not Attempted,None,5,0,5,5,0,0,,TRUE
83,Red,2,5724,1,,Hub,Idle,None,0%,80%,79,0.00,0%,0.00,TRUE,Intake from Neutral Zone,None,0%,120%,17,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,Score,0%,70%,129,0.00,33.3%,0.00,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,None,0%,90%,123,0.00,0%,0.00,Pass,None,0%,90%,75,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,1,0,1,1,0,0,Stayed in the neutral zone most of the time.,TRUE
83,Red,3,1908,1,,Right Trench,Score,None,10%,80%,79,9.88,100%,9.88,TRUE,Score,None,20%,120%,17,2.83,100%,2.83,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,20%,70%,129,36.86,100%,36.86,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,90%,123,54.67,100%,54.67,Score,None,40%,90%,75,33.33,100%,33.33,137.57,137.57,Not Attempted,None,Not Attempted,None,5,0,5,5,0,0,,TRUE
84,Blue,1,2199,1,,Hub,Intake from Neutral Zone,Score,70%,100%,82,57.40,33.3%,172.37,TRUE,Intake from Neutral Zone,None,0%,100%,8,0.00,0%,0.00,Pass,None,0%,100%,0,0.00,0%,0.00,Score,None,100%,100%,51,51.00,100%,51.00,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,80%,100%,51,40.80,100%,40.80,Score,None,100%,100%,50,50.00,100%,50.00,314.17,199.20,Not Attempted,None,Not Attempted,None,5,0,3,4,3,0,Great shooter and strategy. ,TRUE
84,Blue,2,1719,1,,Hub,Score,Score,10%,100%,82,8.20,100%,8.20,TRUE,Pass,Pass,0%,100%,8,0.00,0%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Pass,Defense,0%,100%,51,0.00,0%,0.00,Pass,Pass,0%,100%,0,0.00,0%,0.00,Pass,Defense,0%,100%,51,0.00,0%,0.00,Pass,Defense,0%,100%,50,0.00,0%,0.00,8.20,8.20,Not Attempted,None,Not Attempted,None,1,2,0,2,1,1,,TRUE
84,Blue,3,2537,0,,,,,0%,100%,82,0.00,0%,0.00,TRUE,,,0%,100%,8,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,51,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,51,0.00,0%,0.00,,,0%,100%,50,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
84,Red,1,2068,1,,Left Bump,Score,Score,10%,50%,28,5.60,100%,5.60,FALSE,Pass,None,0%,40%,1,0.00,0%,0.00,Intake from Neutral Zone,Score,10%,50%,34,6.80,33.3%,20.42,Defense,Defense,0%,0%,0,0.00,0%,0.00,Pass,None,0%,0%,17,5.67,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Pass,Score,10%,50%,44,8.80,33.3%,26.43,52.45,26.87,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,TRUE
84,Red,2,1895,1,,Hub,Idle,None,0%,50%,28,0.00,0%,0.00,FALSE,Idle,None,0%,40%,1,0.00,0%,0.00,Idle,None,0%,50%,34,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Score,Idle,0%,0%,17,5.67,66.7%,8.50,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,50%,44,0.00,0%,0.00,8.50,5.67,Not Attempted,None,Not Attempted,None,3,0,3,3,0,3,Very mid and went idle many times.,TRUE
84,Red,3,3748,1,,Hub,Score,None,40%,50%,28,22.40,100%,22.40,FALSE,Score,None,40%,40%,1,1.00,100%,1.00,Score,None,40%,50%,34,27.20,100%,27.20,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,17,5.67,100%,5.67,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,50%,44,35.20,100%,35.20,91.47,91.47,Not Attempted,None,Not Attempted,None,3,0,3,4,0,0,,TRUE
85,Blue,1,10004,1,,Hub,Intake from Neutral Zone,None,0%,100%,62,0.00,0%,0.00,TRUE,Intake from Neutral Zone,Score,50%,100%,16,8.00,33.3%,24.02,Pass,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,None,30%,100%,98,29.40,100%,29.40,Pass,None,0%,100%,0,0.00,0%,0.00,Score,None,30%,100%,57,17.10,100%,17.10,Pass,Score,10%,100%,64,6.40,33.3%,19.22,89.74,60.90,Not Attempted,None,Not Attempted,None,3,3,2,2,0,0,Bad,TRUE
85,Blue,2,422,1,,Left Trench,Intake from Neutral Zone,Score,80%,100%,62,49.60,33.3%,148.95,TRUE,Intake from Neutral Zone,Pass,0%,100%,16,0.00,0%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,60%,100%,98,58.80,100%,58.80,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,70%,100%,57,39.90,100%,39.90,Intake from Neutral Zone,Score,70%,100%,64,44.80,33.3%,134.53,382.18,193.10,Not Attempted,None,Not Attempted,None,3,4,5,4,0,0,,TRUE
85,Blue,3,3361,0,,,,,0%,100%,62,0.00,0%,0.00,TRUE,,,0%,100%,16,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,98,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,57,0.00,0%,0.00,,,0%,100%,64,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
85,Red,1,2890,1,,Right Bump,Score,Score,10%,50%,20,4.00,100%,4.00,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,50%,100%,44,22.00,100%,22.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,0%,0%,69,23.00,100%,23.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,60%,110%,80,43.64,100%,43.64,92.64,92.64,L1 Attempted,None,Not Attempted,None,3,0,3,4,0,0,,TRUE
85,Red,2,4541,1,,Hub,Score,None,40%,50%,20,16.00,100%,16.00,FALSE,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Pass,Score,50%,100%,44,22.00,33.3%,66.07,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,69,23.00,100%,23.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,50%,110%,80,36.36,100%,36.36,141.43,97.36,Not Attempted,None,Not Attempted,None,3,2,3,3,0,0,Average nothing special.,TRUE
85,Red,3,11425,1,,Left Bump,Idle,None,0%,50%,20,0.00,0%,0.00,FALSE,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,100%,44,0.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,69,23.00,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,110%,80,0.00,0%,0.00,0.00,23.00,Not Attempted,None,Not Attempted,None,0,0,0,4,0,4,,TRUE
86,Blue,1,3136,1,,Hub,Score,Idle,40%,100%,27,10.80,66.7%,16.19,FALSE,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,70%,100%,69,48.30,100%,48.30,Intake from Neutral Zone,Defense,0%,100%,0,0.00,0%,0.00,Score,None,0%,100%,82,0.00,100%,0.00,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,40%,100%,150,60.00,100%,60.00,124.49,119.10,Not Attempted,None,Not Attempted,None,5,0,3,4,0,1,Slow drivetrain. ,TRUE
86,Blue,2,4472,1,,Hub,Score,Score,10%,100%,27,2.70,100%,2.70,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,20%,100%,69,13.80,100%,13.80,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,0%,100%,82,0.00,100%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,20%,100%,150,30.00,100%,30.00,46.50,46.50,Not Attempted,None,Not Attempted,None,2,0,3,3,0,0,,TRUE
86,Blue,3,5549,0,,,,,0%,100%,27,0.00,0%,0.00,FALSE,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,69,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,82,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,150,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
86,Red,1,10679,1,,Hub,Score,Score,20%,120%,70,11.67,100%,11.67,TRUE,Intake from Neutral Zone,Pass,0%,120%,29,0.00,0%,0.00,Defense,Defense,0%,40%,0,0.00,0%,0.00,Defense,Defense,0%,120%,128,0.00,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,110%,109,0.00,0%,0.00,Idle,Pass,0%,110%,127,0.00,0%,0.00,11.67,11.67,Not Attempted,None,Not Attempted,None,0,0,0,3,0,0,Basically heavy drive train ,TRUE
86,Red,2,11415,1,,Right Trench,Intake from Neutral Zone,Score,40%,120%,70,23.33,33.3%,70.07,TRUE,Idle,None,40%,120%,29,9.67,0%,0.00,Intake from Neutral Zone,Pass,40%,40%,0,0.00,0%,0.00,Score,None,40%,120%,128,42.67,100%,42.67,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,50%,110%,109,49.55,100%,49.55,Score,Intake from Neutral Zone,50%,110%,127,57.73,66.7%,86.55,248.83,182.94,Not Attempted,None,Not Attempted,None,4,4,4,4,0,0,Good robot with good team.,TRUE
86,Red,3,836,1,,Left Trench,Score,None,60%,120%,70,35.00,100%,35.00,TRUE,Score,None,80%,120%,29,19.33,100%,19.33,Pass,None,0%,40%,0,0.00,0%,0.00,Score,None,80%,120%,128,85.33,100%,85.33,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,60%,110%,109,59.45,100%,59.45,Score,None,60%,110%,127,69.27,100%,69.27,268.39,268.39,Not Attempted,None,Not Attempted,None,5,5,5,5,0,0,,TRUE
87,Blue,1,1727,1,,Hub,Score,None,30%,100%,57,17.10,100%,17.10,TRUE,Score,Intake from Neutral Zone,40%,100%,35,14.00,66.7%,20.99,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Score,None,40%,100%,155,62.00,100%,62.00,Pass,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,None,40%,100%,120,48.00,100%,48.00,Score,None,40%,100%,80,32.00,100%,32.00,180.09,173.10,Not Attempted,None,Not Attempted,None,4,4,3,4,0,0,Good shooter and passing.,TRUE
87,Blue,2,401,1,,Right Trench,Intake from Neutral Zone,Score,20%,100%,57,11.40,33.3%,34.23,TRUE,Intake from Neutral Zone,Score,20%,100%,35,7.00,33.3%,21.02,Intake from Neutral Zone,Score,30%,100%,0,0.00,33.3%,0.00,Score,Score,20%,100%,155,31.00,100%,31.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,10%,100%,120,12.00,100%,12.00,Score,Score,10%,100%,80,8.00,100%,8.00,106.26,69.40,Not Attempted,None,Not Attempted,None,3,3,3,3,2,2,,TRUE
87,Blue,3,686,0,,,,,0%,100%,57,0.00,0%,0.00,TRUE,,,0%,100%,35,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,155,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,120,0.00,0%,0.00,,,0%,100%,80,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
87,Red,1,122,1,,Hub,Intake from Neutral Zone,Score,40%,80%,34,17.00,33.3%,51.05,FALSE,Intake from Neutral Zone,Score,40%,80%,1,0.50,33.3%,1.50,Intake from Neutral Zone,Intake from Neutral Zone,0%,40%,74,0.00,0%,0.00,Score,Score,40%,40%,0,0.00,100%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,132,44.00,0%,0.00,Score,Score,20%,20%,0,0.00,100%,0.00,Score,None,30%,80%,143,53.62,100%,53.62,106.18,115.13,Not Attempted,None,Not Attempted,None,0,0,0,3,0,0,,TRUE
87,Red,2,5804,1,,Hub,Idle,None,0%,80%,34,0.00,0%,0.00,FALSE,Intake from Neutral Zone,None,0%,80%,1,0.00,0%,0.00,Defense,None,0%,40%,74,0.00,0%,0.00,Defense,None,0%,40%,0,0.00,0%,0.00,Defense,None,0%,0%,132,44.00,0%,0.00,Idle,None,0%,20%,0,0.00,0%,0.00,Idle,None,0%,80%,143,0.00,0%,0.00,0.00,44.00,Not Attempted,None,Not Attempted,None,1,0,2,2,0,3,Good defense against shooters that are not turrets.,TRUE
87,Red,3,346,1,,Right Bump,Score,None,40%,80%,34,17.00,100%,17.00,FALSE,Score,None,40%,80%,1,0.50,100%,0.50,Score,None,40%,40%,74,74.00,100%,74.00,Intake from Neutral Zone,None,0%,40%,0,0.00,0%,0.00,Score,None,0%,0%,132,44.00,100%,44.00,Intake from Neutral Zone,None,0%,20%,0,0.00,0%,0.00,Score,None,50%,80%,143,89.37,100%,89.37,224.87,224.87,Not Attempted,None,Not Attempted,None,4,0,3,3,0,0,,TRUE
88,Blue,1,5338,1,,Left Trench,Intake from Neutral Zone,Score,40%,80%,53,26.50,33.3%,79.58,TRUE,Intake from Neutral Zone,None,0%,0%,7,2.33,0%,0.00,Pass,None,0%,20%,0,0.00,0%,0.00,Score,None,80%,90%,48,42.67,100%,42.67,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,40%,40%,52,52.00,100%,52.00,Score,None,50%,80%,85,53.12,100%,53.12,227.37,176.62,Not Attempted,None,Not Attempted,None,4,0,3,3,0,0,Good shooter and intake.,TRUE
88,Blue,2,11318,1,,Hub,Idle,Idle,0%,80%,53,0.00,0%,0.00,TRUE,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,7,2.33,0%,0.00,Pass,Intake from Neutral Zone,20%,20%,0,0.00,0%,0.00,Score,Score,10%,90%,48,5.33,100%,5.33,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,0%,40%,52,0.00,100%,0.00,Pass,Idle,0%,80%,85,0.00,0%,0.00,5.33,7.67,Not Attempted,None,Not Attempted,None,1,2,1,3,1,1,,TRUE
88,Blue,3,614,1,,Right Bump,Score,Intake from Neutral Zone,40%,80%,53,26.50,66.7%,39.73,TRUE,Idle,None,0%,0%,7,2.33,0%,0.00,Intake from Neutral Zone,None,0%,20%,0,0.00,0%,0.00,Pass,Intake from Neutral Zone,0%,90%,48,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Pass,Intake from Neutral Zone,0%,40%,52,0.00,0%,0.00,Score,None,30%,80%,85,31.87,100%,31.87,71.61,60.71,Not Attempted,None,Not Attempted,None,3,3,3,4,3,0,,TRUE
88,Red,1,9033,1,,Left Trench,Score,None,20%,70%,20,5.71,100%,5.71,FALSE,Defense,Defense,0%,60%,2,0.00,0%,0.00,Defense,Defense,0%,80%,14,0.00,0%,0.00,Defense,Defense,0%,70%,0,0.00,0%,0.00,Defense,Defense,0%,0%,9,3.00,0%,0.00,Defense,Defense,0%,80%,0,0.00,0%,0.00,Defense,Defense,0%,120%,10,0.00,0%,0.00,5.71,8.71,Not Attempted,None,Not Attempted,None,0,0,0,4,0,5,Pretty good at defense not gonna lie ,TRUE
88,Red,2,339,1,,Right Trench,Intake from Neutral Zone,Score,50%,70%,20,14.29,33.3%,42.90,FALSE,Intake from Neutral Zone,Score,60%,60%,2,2.00,33.3%,6.01,Score,Intake from Neutral Zone,70%,80%,14,12.25,66.7%,18.37,Intake from Neutral Zone,None,70%,70%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,0%,9,3.00,66.7%,4.50,Intake from Neutral Zone,None,80%,80%,0,0.00,0%,0.00,Intake from Neutral Zone,None,80%,120%,10,6.67,0%,0.00,71.77,38.20,Not Attempted,None,Not Attempted,None,2,2,4,3,0,0,Okay not very good and had bad teammates.,TRUE
88,Red,3,2421,1,,Hub,Idle,None,0%,70%,20,0.00,0%,0.00,FALSE,Idle,None,0%,60%,2,0.00,0%,0.00,Score,None,10%,80%,14,1.75,100%,1.75,Intake from Neutral Zone,None,0%,70%,0,0.00,0%,0.00,Idle,None,0%,0%,9,3.00,0%,0.00,Defense,None,0%,80%,0,0.00,0%,0.00,Score,None,40%,120%,10,3.33,100%,3.33,5.08,8.08,Not Attempted,None,Not Attempted,None,0,0,0,3,0,3,Mid,TRUE
89,Blue,1,1086,1,,Left Bump,Intake from Neutral Zone,Score,80%,100%,77,61.60,33.3%,184.98,TRUE,Intake from Neutral Zone,None,0%,100%,9,0.00,0%,0.00,Pass,None,0%,100%,0,0.00,0%,0.00,Defense,Pass,0%,100%,77,0.00,0%,0.00,Defense,None,0%,100%,0,0.00,0%,0.00,Pass,None,0%,100%,55,0.00,0%,0.00,Defense,None,0%,100%,57,0.00,0%,0.00,184.98,61.60,Not Attempted,None,Not Attempted,None,4,4,3,4,0,2,Intake broke mid-way.  Good shooter and passing.,TRUE
89,Blue,2,1731,1,,Right Trench,Intake from Neutral Zone,Intake from Neutral Zone,40%,100%,77,30.80,0%,0.00,TRUE,Intake from Neutral Zone,Pass,0%,100%,9,0.00,0%,0.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,50%,100%,77,38.50,66.7%,57.72,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,0,0.00,0%,0.00,Score,Score,70%,100%,55,38.50,100%,38.50,Score,Score,60%,100%,57,34.20,100%,34.20,130.42,142.00,Not Attempted,None,Not Attempted,None,4,4,3,3,0,0,,TRUE
89,Blue,3,1389,0,,,,,0%,100%,77,0.00,0%,0.00,TRUE,,,0%,100%,9,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,77,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,55,0.00,0%,0.00,,,0%,100%,57,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
89,Red,1,1262,0,,,,,0%,100%,41,0.00,0%,0.00,FALSE,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,54,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,45,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,16,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
89,Red,2,5587,1,,Left Trench,Intake from Neutral Zone,Score,20%,100%,41,8.20,33.3%,24.62,FALSE,Intake from Neutral Zone,Score,20%,100%,0,0.00,33.3%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,10%,100%,54,5.40,0%,0.00,Intake from Neutral Zone,Score,10%,100%,0,0.00,33.3%,0.00,Defense,Defense,0%,100%,45,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Intake from Neutral Zone,Score,10%,100%,16,1.60,33.3%,4.80,29.43,15.20,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,TRUE
89,Red,3,5243,1,,Right Bump,Score,None,20%,100%,41,8.20,100%,8.20,FALSE,Score,None,40%,100%,0,0.00,100%,0.00,Score,None,40%,100%,54,21.60,100%,21.60,Score,None,30%,100%,0,0.00,100%,0.00,Score,None,0%,100%,45,0.00,100%,0.00,Score,None,30%,100%,0,0.00,100%,0.00,Score,None,30%,100%,16,4.80,100%,4.80,34.60,34.60,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,,TRUE
90,Blue,1,888,1,,Left Trench,Intake from Neutral Zone,Score,90%,100%,55,49.50,33.3%,148.65,FALSE,Pass,None,0%,100%,0,0.00,0%,0.00,Score,None,70%,100%,23,16.10,100%,16.10,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,None,0%,100%,43,0.00,100%,0.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,None,60%,100%,104,62.40,100%,62.40,227.15,128.00,Not Attempted,None,Not Attempted,None,4,3,3,4,0,0,Good shooter and strategy,TRUE
90,Blue,2,8590,1,,Right Trench,Intake from Neutral Zone,Idle,10%,100%,55,5.50,0%,0.00,FALSE,Idle,Idle,0%,100%,0,0.00,0%,0.00,Idle,Pass,0%,100%,23,0.00,0%,0.00,Defense,Defense,0%,100%,0,0.00,0%,0.00,Defense,Defense,0%,100%,43,0.00,0%,0.00,Idle,Idle,0%,100%,0,0.00,0%,0.00,Idle,Defense,0%,100%,104,0.00,0%,0.00,0.00,5.50,Not Attempted,None,Not Attempted,None,0,2,0,3,0,2,,TRUE
90,Blue,3,620,0,,,,,0%,100%,55,0.00,0%,0.00,FALSE,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,23,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,43,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,104,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
90,Red,1,4099,1,,Right Trench,Intake from Neutral Zone,Score,50%,110%,107,48.64,33.3%,146.06,TRUE,Score,Score,100%,160%,11,6.87,100%,6.87,Intake from Neutral Zone,Intake from Neutral Zone,0%,50%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,40%,90%,48,21.33,66.7%,31.98,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,Score,50%,50%,35,35.00,100%,35.00,Score,Score,50%,50%,64,64.00,100%,64.00,283.91,175.84,Not Attempted,None,Not Attempted,None,4,0,4,4,0,0,,TRUE
